Date,Time,location,Latitude,long,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary
7/13/1946,,"Sinan County, Guizhou",27.94,108.25,Central Air Transport,,,Curtiss C-46,,,49,13,0,The aircraft crashed 1 mile from the airfiend shortly after takeoff due to engine failure.
7/17/1946,,Cuenca,-2.8887,-78.9984,ANDESA,,Guayaquil - Cuenca,Curtiss C-46D-10-CU,HC-SCA,32982,30,30,0,Overshot the runway. The pilot was unable to regain altitude and the plane crashed into a hill and burst into flames.
7/18/1946,21:10,Goodland,39.3486,-101.7111,Military - U.S. Army Air Corps,,Topeka - Denver,Douglas C-47,,,13,13,0,Crashed into a field during a thunder and lightning storm.
7/25/1946,,Pathein,16.7741,94.7316,Military -Royal Air Force,,,Douglas C-47 Dakota,KN585,33219,22,22,0,Crashed into a swamp soon after taking off after suffering structural failure of the left wing in adverse weather conditions.
8/9/1946,,Lakehurst,40.0131,-74.3204,AtlantiCentral Airlines,,AtlantiCity - Newark,Lockheed 18-56 Lodestar,,,6,4,0,Crashed and burned while attempting to glide in for an emergency landing at Lakhurst Field.
8/20/1946,,Rouen,49.4424,1.0985,British Overseas Airways,,,Avro 691 Lancastrian 1,G-AGMF,1186,9,8,0,Descended through clouds and crashed. Premature descent by the crew without establishing their position.  Training flight.
8/21/1946,4:19,Moline,41.4858,-90.4997,Trans Luxury Airlines,878,Teterboro - Chicago - San Francisco,Douglas C-47-DL,N51878,4542,25,2,0,"While the aircraft was flying near Moline, the No. 1 engine failed. The prop was feathered and a descent initiated for an emergency landing.The aircraft overshot the landing and a  go-around was executed. A left turn was made with the gear and flaps extended. The left wing touched the ground and the aircraft cartwheeled. The engine failure was caused by a No. 5 cylinder fracture."
8/24/1946,,Cairo,30.0435,31.2353,Misrair,,,Avro Anson,SU-ADJ,1272,9,6,0,Crashed and caught fire.
9/3/1946,,Holte,55.8127,11.6031,Air France,,Copenhagen - Paris,Douglas DC-3 (C-53D-DO),F-BADB,11714,22,22,0,"Shortly after takeoff, the aircraft crashed into a field 40 miles south of Copenhagen, exploding and bursting into flames."
9/4/1946,9:15,Le Bourget,48.9376,2.4291,Air France,,Paris - Croydon,Douglas DC-3,F-BAXD,42975,26,20,1,Lost altitude after losing an engine on takeoff  and crashed into a factory yard.
9/5/1946,2:00,Elko,40.8333,-115.7667,Trans-Luxury Airlines,850,New York City - San Francisco,Douglas DC-3 (C-47-A5-DL),NC57850,9214,22,21,0,The aircraft lost contact with the ground in fog and crashed into a hillside while attempting to land at Elko Airport. A two-year-old boy was the only survivor.
9/7/1946,,Nome,64.5039,-165.3994,Mt. McKinley Airfreight,,,Douglas C-47A,,,4,4,0,The cargo plane went off course and struck a fog covered mountain as it circled to land.
9/15/1946,,Estevan,49.1468,-102.9915,Military - Royal Canadian Air Force,,,Douglas C-47A Dakota,962,12544,21,21,0,The pilot lost control of the aircraft after attempting a go-around maneuver.
9/17/1946,1:17,Brussels,50.836,4.3707,Sabena,,Brussels - Croydon,Douglas C-47-DL,OO-AUR,4549,7,1,0,During its climb the plane rolled and crashed into hangers. Loss of airspeed for undetermined reasons.
9/27/1946,,Rio Doce,-20.2452,-42.8951,Panair do Brasil,,Belo Horizonte  - Rio de Janerio,Douglas DC-3A-228D,PP-PCH,4087,25,25,0,Crashed into a mountainside north of Rio de Janerio.
10/3/1946,3:30,Stephenville,48.55,-58.5667,American Overseas Airlines,,Gander - Shannon,Douglas C-54E-5-DO,NC90904,27290,39,39,0,Took off from Gander and flew in a straight line into a mountain ridge 71 miles from the airport. The aircraft was named 'Flagship New England.'  It can be concluded that the captain was not alert to the procedure necessary for a safe climb from the runway. The action of the pilot in maintaining the direction of take-off toward higher terrain over which adequate clearance could not be gained.
10/7/1946,11:20,Apeldoorn,52.2163,5.9646,Military - Royal Netherlands Naval Air Service,,,Fairey Firefly MK1,PP526,,1,1,22,The pilot of the single engine fighter made an unauthorized flight to Apeldoorn and began flying low to attract attention. The aircraft lost altitude during a maneuver and crashed into a high school killing 22 on the ground.
10/8/1946,4:33,Cheyenne,41.1402,-104.8188,United Air Lines,28,San Francisco - Cheyenne - Chicago,Douglas DC-4,N30051,10471,41,2,0,"After two landing attempts, the pilot tried to land on a different runway.  The wing struck the ground and the plane skidded 800 ft.  A loss of altitude during a turn preparatory to a final approach while the pilot was manoeuvring in an attempt to land. The aircraft was named 'Mainliner Lake Michigan.'"
10/17/1946,0:57,Laramie,41.3167,-105.5833,National Air Transport Services,942,Oakland - Chicago,Douglas DC-3,NC38942,12971,13,13,0,Crashed during a snowstorm into prairie lands while attempting to land at Laramie.  Weather conditions were deteriorating rapidly and worse than predicted. The action of the pilot in maneuvering the aircraft at a dangerously low altitude under extremely adverse weather conditions in an attempt to land.  A contributing factor was the negligence of the pilot in planning a flight into an area in which adverse weather conditions were forecast without making adequate provisions for a suitable alternate airport.
11/1/1946,,Saint-Léger,50.1852,2.8593,CTA LanguedoRoussillon,,Paris - Toulouse - Casablanca,AAC-1 Toucan,F-BCAD,284,27,23,0,Crashed into mountains while en route. The pilot descended to lower altitiude to rid the plane of ice.
11/11/1946,3:30,Cleveland,41.4822,-81.6697,United Air Lines,404,Chicago - Cleveland,Douglas DC-3 (C-53D-DO),N19947,4873,20,2,0,Struck power lines and trees and crashed 500 feet short of the runway. The error of the pilot in establishing an approach toward an area not cleared for landing as a result of having mistaken the end markers of Runway 23 for those of Runway 31. A contributing factor was the failure of the pilot to abandon his attempt to land at Cleveland Airport when confronted with weather conditions below the minimums prescribed for that airport.
11/13/1946,3:41,Lebec,34.8422,-118.8839,Western Airlines,23,Palmdale - Burbank,Douglas C-53D-DO (DC-3),NC18645,11662,11,11,0,"The aircraft crashed into White Mountain at an elevation of  6,000 feet, in rain and 70 mph winds after being blown off course while on a heading from Palmdale to Newhall. Possible downdraft. The action of the pilot in making an instrument letdown without previously establishing a positive radio fix. This action was aggravated by conditions of severe static, wind in excess of anticipated velocities, preoccupation with an unusual amount of radio conversation, and the inoperative Newhall radio range."
11/14/1946,,Amsterdam,52.3732,4.8907,KLM Royal Dutch Airlines,,London - Amsterdam,Douglas C-47A-90 DL (DC-3),PH-TBW,20122,26,26,0,"The flight crashed during a third landing attempt in inclement weather. The pilot, not lined up with the runway, made a sharp left turn. The wing hit the ground and the aircraft exploded in flames."
11/26/1946,10:30,San Jose,37.3333,-121.9,Lineas AÃ©reas Costarricenses  LACSA,,,Douglas DC-3 (C-47A-90-DL),RX-76,20590,22,22,0,Struck Cedrel mountain while making an approach to San Jose.
11/30/1946,,El Palomar,-34.6167,-58.5833,Fuerza AÃ©rea Argentina,,,Vickers 620 Viking 1,T-1,113,18,5,0,"Following engine failure, the captain lost control and crashed while trying to land."
12/4/1946,,Mashhad,36.2862,59.5998,Aeroflot,,Meshed - Teheran,Lisunov Li-2,,,24,24,0,Crashed shortly after takeoff from Meshed airport.
12/10/1946,,Toledo,46.4392,-122.8481,Military - U.S. Marine Corps,,"Miramar NAS, California - Sand Point NB, Seattle",Curtiss-Wright R5C-1,39528,,32,32,0,"The crew reported picking up ice before disappearing without a trace while en route. The last reported positon was 30 miles south of Toledo, Washington. Found 11 months later at Mt. Rainer."
12/17/1946,,Willemstad,12.1167,-68.9333,Winged Cargo Inc.,,"Kingston, Jamaca - San Jose",Douglas C-47A,NC88876,9249,7,7,0,Disappeared en route. Never found.
12/25/1946,,Longhua,41.2833,117.6167,China National Aviation Corporation,,,"Curtiss C-46, C-47, DC-3",115,,,87,4,Various accidents involving three aircraft unable to land in dense fog and a ground collision involving a fourth plane led to 91 deaths.
12/28/1946,9:19,Michigan City,41.7187,-86.9009,American Airlines,2207,Buffalo - Chicago,Douglas DC-3 (C-50A-DO),N15577,4805,21,2,0,Crashed after loosing power in both engines due to fuel starvation. The accumulation of carburetor ice following the loss of power in both engines as a result of fuel starvation. The reason for fuel starvation could not be determined.
12/28/1946,,Walshville,39.07,-89.6189,Kansas City Southern Skyways,,"Flint, MI - Washville, IL",Douglas C-47A,NC58024,9378,2,2,0,The cargo plane crashed after both engines failed. Fuel exhaustion.
1/3/1947,,São Paulo,-23.5487,-46.6383,Panair do Brasil,,,Sikorsky S-43B (flying boat),PP-PBN,4315,14,11,0,Crashed into the Solimoes extension of the Amazon river.
1/5/1947,20:00,Carmel,39.9667,-86.1,Nationwide Air Transport,,Miami - Raleigh - Washington,Douglas DC-3,N50046,34373,23,3,0,"The aircraft diverted from Washington to Millville because of heavy traffiin the Washington area.  Near fuel exhaustion forced the crew to carry out an emergency landing. While maneuvering to find a suitable location during heavy snow, the aircraft struck trees and crashed. Failure of the Weather Bureau  to anticipate below minimum conditions north and south of Washington. Failure of CAA to transmit the flight plan to Millville in sufficient time to alert that station to the arrival of the flight."
1/5/1947,,Qingdao,36.0667,120.3833,China National Aviation Corporation,,Shanghai - Tsingtao,Douglas DC-4,XT-T51,,38,38,0,Crashed into  a mountain while on approach.
1/25/1947,,Croydon,51.3727,-0.1099,Spencer Airways / Ceskoslovenske Aerolinie,,Guangzhou - Chongqing,Douglas C-47 / Douglas DC-3,VP-YFD/OK-WDB,19979 / 9503,23,12,0,"Just after becoming airborne, the plane never gained altitude, overran the runway and crashed into a Ceskoslovenske Dakota. Twelve killed on the Spencer Airways none on the Ceskoslovenske. Loss of control by the captain of the Spencer Airways plane, who, when attempting to take-off a heavily loaded aircraft in poor visibility allowed it to become airborne in a semi-stalled condition."
1/26/1947,15:30,Copenhagen,55.6758,12.569,KLM Royal Dutch Airlines,,Kobenhavn - Stockholm,Douglas C- C47A-30DK,PH-TCR,25479,22,22,0,"During takeoff from Kobenhavn-Kastrup Airport, ,the aircraft rose to a height of 150 feet and then crashed to the ground in a fireball. Failure to remove the elevator locking pins prior to takeoff. Singer Grace Moore, 48, and Swedish crown prince, Gustav Adolf, 41, among those killed."
2/5/1947,,Harrington,38.9244,-75.5747,International Air Freight,,"New York, NY - Raleigh, NC",Douglas DC-3,NC54451,13873/25318,3,1,0,"The cargo plane diverted to Harrington after a No. 2 engine rpm reduction. The plane approached downwind, overshot and struck some trees. Fuel contamination."
2/6/1947,,Pedro Bernardo,40.2429,-4.9148,Aerovias Cuba International,,Havana - Lisbon - Madrid,Douglas C-54B-15-DO,NC44567,18386,12,12,0,Crashed in Gredos mountain range about 100 miles west of Madrid while en route. The plane was named 'Ruta de Colon.'
3/18/1947,,Negombo,7.2111,79.8386,Military - Royal Air Force,,,Avro York C1,MW198,,15,11,0,"Failed engine on takeoff. Could not maintain altitude, lost control, struck trees and crashed."
4/22/1947,10:40,Columbus,32.4922,-84.9403,Delta Air Lines,,,Douglas DC-3 (C-47DL) /Vultee BT-13,N49657 / N55312,9066,10,10,0,"A private plane landed on top of the DC-3 while it was taking off.  After rising to a height of 150 ft., the tail of the DC-3 was forced down and both planes crashed in flames. All 9 killed aboard the DC-3 and one aboard the private plane were killed.  The failure of the pilot in the BT-13 to fly a standard left hand pattern in his approach to the airport and to keep a diligent lookout for other traffic."
5/11/1947,9:39,Delaware Bay,-41.15,173.467,Trans Continental and Western Air,,Training,Lockheed L-049 Constellation,NC86508,2029,4,4,0,"Went into a turn and lost control, spiraled into the ground. Loss of control of the aircraft for reasons undetermined."
5/29/1947,22:45,Atsugi,35.4408,139.3663,Military - U.S. Army Air Forces,,,Douglas C-54D-DC (DC-4),42-72553,10658,40,40,0,"Turned the wrong way while attempting to land and slammed into a mountain, bursting into flames."
5/30/1947,17:41,Port Deposit,39.6108,-76.1003,Eastern Air Lines,605,Newark - Baltimore - Miami,Douglas C-54B-15-DO,NC88814,18380,53,53,0,"While on approach to Baltimore at 4,000 ft., the plane suddenly went into a nose dive, inverted and crashed.  Possible problems with the elevator. The official cause was never determined."
6/11/1947,,Natal,-5.7833,-35.2,Flota AÃ©rea Mercante Argentina,,Buenos Aires - Natal,Avro Lancaster,LV-ACS,,18,5,0,Struck an obstacle on landing.
6/13/1947,18:16,Leesburg,39.1167,-77.55,Pennsylvania Central Airlines,410,Pittsburgh - Washington D.C.,Douglas DC-4 (C-54-DO),NC88842,3112,50,50,0,"The aircraft crashed into a ridge at Lookout Rock, 8 miles SE of Charles Town, WV during a rainstorm. The action of the pilot in descending below the minimum en route altitude under conditions of weather which prevented adquate visual reference to the ground.  A contributing cause was the faulty clearance given by ATC."
6/19/1947,23:40,Mayadin,35.0167,40.45,Pan American World Airways,121,Karachi - Istanbul,Lockheed 049-46-21 Constellation,NC88845,2045,36,14,0,"While on a flight originating in New York and making its inaugural westbound flight of round-the-world service, the aircraft's No. 1 engine failed half-way on a leg from Karachi to Istanbul. Due to closed airports and inadequate repair facilities, the pilot chose to continue to its destination. Several hours later, the remaining engines overheated and the No.2 engine caught fire causing the plane to crash. Gene Roddenberry (creator of Star Trek) was a deadheading Pan Am pilot aboard, who helped rescue many of the passengers.  The crash was blamed on Pan Am's failure to replace the No. 2 engine which had experienced several problems earlier.  A fire which resulted from an attempt to feather the No. 2 propeller after the failure of the No. 2 engine thrust bearing. The aircraft was named Clipper Eclipse."
7/13/1947,4:30,Melbourne,-37.8136,144.9631,Burke Air Transport,,Newark - Miami,Douglas DC-3,NC79024,9887,36,14,0,"The aircraft, on a charter flight from New York to San Juan, Puerto Rico, crashed into a swamp while attempting to make an emergency landing. Loss of an engine due to a fuel flow problem led to loss of altitude and a crash landing. Six spark plugs in the right engine were found to be defective. A defect found in the carburetor may have contributed to excessive fuel loss. Crew fatigue contributed to the accident."
7/15/1947,,Vichy,46.1278,3.4267,Aero Cargo,,Paris - Vichy,Junkers Ju-52/3m,F-BCHH,AAC323,19,1,0,Lost control while landing and crashed.
7/16/1947,,Az Zubayr,30.126,47.0861,British Overseas Airways,,Cairo - Basrah,Avro 685 York,G-AGMR,1219,6,6,0,"During a fourth landing attempt the plane touched down, power was applied but the plane crashed in a wooded area beyond the runway. An error on the part of the pilot in continuing the flight in unsuitable weather conditions coupled with lack of cooperation by the ATC."
7/25/1947,,Morón,-34.65,-58.6167,Flota AÃ©rea Mercante Argentina,,Test flight,Avro 685 York I,LV-XIH,1366,6,2,2,Struck a truck while attempting to land.
8/8/1947,18:49,New York,40.713,-74.0072,American Airlines,,New York - Buffalo,Douglas DC-3C,NX88787,19639,5,3,0,"Cargo flight. Lost an engine on takeoff and decided to return to the airport. Following an attempted landing, a miss approach procedure was attempted for a second landing without sufficient air speed for single engine operation."
8/9/1947,,Malmö,55.6033,13.0013,AB Aerotransport,,Amsterdam - Malmo,Douglas DC-3F,SE-BAY,19559,5,1,0,The cargo plane overran the runway and crashed into high ground.
8/21/1947,6:11,Hanksville,38.3744,-110.7146,Slick Airways,,,Curtiss C-46E,NC59488,2935,3,3,0,The cargo plane entered a thunderstorm and struck Blue Bell Knoll Mountain. The continuation of the flight into instrument weather conditions over mountainous terrain at an altitude too low to clear the mountains en route.
10/16/1947,,Sylva,35.3742,-83.2178,Stratofreight,,"Charlotte, NC - Gainsville, GA",Douglas DC-3,,,3,3,0,The cargo plane struck a mountain en route.
10/31/1947,,Srinagar,34.09,74.79,Military - Royal Indian Air Force,,,Douglas C-47B,M1965,,25,25,0,
11/11/1947,,Gallup,35.5191,-108.7398,American Airlines,10,San Francisco - Chicago - New York,Douglas DC-6,NC90741,43046/92,25,0,0,"The aircraft was on a flight from San Francisco to Chicago when fire was reported on board. The aircraft crashed landed but there were no fatalities. An almost identical accident with the same cause occurred on 10/24/47. The flight crew transferred fuel either intentionally or inadvertently from the No. 4 alternate tanks to the No. 3 alternate tanks and failed to stop the transfer process in time to avoid overflowing the No. 3 alternate tank. Gasoline flowed through the No. 3 alternate vent line, out the vent, and was carried back by the slipstream, entering the cabin heater combustion air intake scoop. When the cabin heater came on, an explosion and fire  occurred. Caused by a design flaw in the aircraft design which allowed vented fuel to be suck into the fresh air inlet."
11/18/1947,,Ravello,40.6493,14.6115,Trafik-Turist-Transportflyg,,Catania - Rome,Bristol 170 Freighter XI,SE-BNG,12792,25,20,0,"Strayed off course, stuck tree tops and then crashed into Mt. Santa Maria del Monte. Pilot's failure to realize the plane strayed off course and was in mountainous territory."
11/18/1947,13:00,New Castle,39.6647,-75.5653,Trans Continental and Western Air,,Training,Lockheed L-049-46-26 Constellation,NC86507,2028,5,5,0,Crashed short of the runway and burst into flames. The inadvertent landing of the aircraft short of the runway.
11/30/1947,14:25,Seattle,47.6032,-122.3303,Alaska Airlines,9,Anchorage - Seattle,Douglas C-54A,NC-91009,7453,28,8,1,"The plane attempted to land at Boeing Field but aborted the landing because of low ceiling and visibility. During a second landing attempt, the aircraft touched down 2,748 feet beyond the approach end of Runway 20, ran past the end of the runway, hit an automobile killing one person, crashed into a ditch and burst into flames. Caused by the landing of the airplane too far from the approach end of a wet runway and at a speed too great to accomplish a full stop on the runway."
12/23/1947,,Kunming,25.0667,102.6833,Air Transport,,,Short  S-29 Stirling V,OO-XAC,,30,25,0,
12/28/1947,12:00,León,21.1229,-101.6885,Servicio AÃ©reo Panini,,Dorango - Leon - Mexico City,Douglas DC-2-172,XA-GEE,1408,9,5,3,Crashed near the Leon publisquare and destroyed 3 homes. Lost an engine while taking off and was attempting to return to the airport.
1/6/1948,,Paris,48.8569,2.3508,Air France,,Brussels - Paris,Douglas DC-3D,F-BAXC,42972,16,16,0,Crashed into trees a few hundred yards away from the runway while attempting to land at Le Bourget Airport.
1/6/1948,,Ruislip,51.576,-0.433,British European Airways,,Renfrew - Northolt,Vickers 610 Viking 1B,G-AHPK,148,18,1,0,"After two or three failed approaches, the plane struck trees and crashed into a field. Poor judgment on the part of the pilot attempting to land in VFR conditions in limited visibility and poor weather conditions and not diverting to another airport."
1/13/1948,4:36,Oxon Hill,38.8031,-76.9897,Eastern Air Lines,572,Atlanta - Washington D.C.,Douglas DC-3-201F,NC28384,4092,9,5,0,"The aircraft crashed during approach, 5.2 miles short of the runway, in poor weather conditions. Failure of the crew to follow prescribed  procedures and maintain a safe altitude during an ILS approach."
8/9/1949,,Salalah,17.0197,54.0897,Military - Royal Air Force,,,Douglas C-47B,KN336,15901/32649,12,12,0,Crashed short of the runway.
2/12/1948,,Ulrichstein,50.5833,9.2,Det Danske Luftfartselskab,,Giessen - Bad Homberg,Douglas DC-3,OY-DCI,7330,21,12,0,Crashed while on approach to Frankfurt.
2/20/1948,,Collesalvetti,43.6,10.4833,SocietÃ  Aerea Teseo,,Florence - Rome,Douglas C-47-DL,I-REGI,4312,10,7,0,"The pilot chose to fly the short distance between Florence and  Rome below the cloud base. The weather suddenly became worse and the plane entered clouds at low level, drifted off course and struck a hill."
2/23/1948,,Davao City,7.0514,125.5948,Commercial Airways,,,Douglas DC-3,PI-C262,,12,12,0,Crashed  5 minutes after taking off from Mati.
2/25/1948,6:00,Columbus,39.9833,-82.9833,Bruning Aviation,,"Pittsburgh, PA - Columbus, OH",Douglas C-47A,NC36498,12527,2,2,0,The cargo plane struck trees while attempting to land.The continuation of an instrument approach below an altitude sufficient to clear the terrain en route.
3/10/1948,22:58,Chicago,41.8832,-87.6324,Delta Air Lines,700,Chicago - Miami,Douglas DC-4,NC37478,18390,13,12,0,"During takeoff, the aircraft went into a near vertical climb to an altitude of 500 - 800 feet, stalled and crashed.  Loss of longitudinal control of the airplane for reasons undetermined."
3/15/1948,,Villapinzón,5.2156,-73.5968,Agencia Interamericana de Aviada,,,Douglas DC-3 (C47-DL),C-1002,6252,15,14,0,
3/27/1948,,Monte Carlo,43.7397,7.4272,Indian National Airlines,,Delhi - London,Vickers 604 Viking 1B,VT-CEL,166,19,19,0,"Crashed into a 7,800 ft. mountain while en route."
4/15/1948,2:35,Shannon,52.7137,-8.8686,Pan American World Airways,10-Jan,Belgium - Shannon,Lockheed L-049-46 Constellation,NC-88858,2058,31,30,0,"While executing a second instrument approach at Shannon Airport, the aircraft struck the ground 2,380 feet from the approach end of the intended runway, broke apart and burned. Continuation of an instrument approach to an altitude insufficient to clear the terrain. The failure of a fluorescent light may have been a contributing cause. The plane was named Clipper Empress of the Skies."
5/15/1948,,Vrede,-27.428,29.1611,Mercury Aviation,,Durban - Johannesburg - London,Douglas DC-3-455,ZS-BWY,6341,13,13,0,Crashed into Spitzkop mountain after drifting off course in poor weather. The aircraft was named 'Miss France.'
5/16/1948,20:42,Columbus,39.9833,-82.9833,Slick Airways,,"Newark, NJ - Chicago, IL",Curtiss C-46E,NC59489,2938,2,2,0,"Cargo flight. The in-flight failure of the fuselage carry-in structure beneath the fin, due to extreme turbulence."
5/25/1948,,Albacete,38.9956,-1.8558,Alpha Airways,,,Handley Page Halifax C-8,G-AKBA,1303,4,4,1,Crashed on takeoff.
6/17/1948,12:41,Mount Carmel,40.7971,-76.4118,United Air Lines,624,Chicago - New York City,Douglas DC-6,NC37506,42871/12,43,43,0,"The plane crashed after an in-flight fire in cargo hold. The crew discharged carbon dioxide extinguishers into the cargo hold in response to the fire warning. When the plane's nose was lowered for an emergency descent, the carbon dioxide, being heavier than air, accumulated in the cockpit and asphyxiated the crew.  The aircraft crashed through high voltage lines and exploded on a hillside. After the crashes of 10/24/47 and 11/11/47, were a design flaw allowed vented fuel to enter the intake for the cabin heating system, the CAA also ordered carbon dioxide extinguishers installed. Earl Carroll,  U.S. theatrical impresario killed. Douglas aircraft company knew of the carbon dioxide danger after two of its test pilots were almost overcome during test flights. They suppressed reports to the CAA which resulted in only a warning being added to the flight manual. The aircraft was named Mainliner Utah."
6/26/1948,,Maiquetía,10.6009,-66.9662,Linea Aeropostal Venezolana,,,Douglas DC-3,YV-C-AHI,16992/34254,17,1,0,Crashed during a landing attempt.
7/1/1948,,Keerbergen,51,4.6167,Avio Linee Italiane,,Milano - Brussels,Fiat G.212CP,I-ELSA,4,12,8,0,Crashed after overrunning the runway.
7/4/1948,,Northolt,51.547,-0.362,Scandinavian Airlines (SAS),,,Douglas DC-6 / RAF York MW248,SE-BDA,43119/111,32,32,0,"A midair collision occurred between a SAS DC-6 and a Royal Air Force Avro York MW248. Thirty-two killed on the DC-6, seven on the York.  ATC error."
7/7/1948,,Di Linh District,11.5802,108.0742,Aigle Azur,,Saigon - Da Lat,Douglas DC-3,F-BCYP,9158,16,16,0,Crashed into mountains 50 miles southwest of Da Lat.
7/14/1948,,Belém,-1.4558,-48.5039,Aerovias Brasil,,,Douglas C-47A,PP-AVO,19113,5,5,0,The cargo plane lost control and crashed shortly after leaving the runway. The pilot did not apply the procedure recommended by the airline and attempted to make a turn after takeoff below the specified altitude of 100 meters.
7/24/1948,,Cap-des-Rosiers Lighthouse,48.8561,-64.2014,Rimouski Airlines,,Port Meunier - GaspÃ©,Douglas DC-3,CF-FKY,6246,26,26,0,"The aircraft hit a mountain top at Cap-des-Rosiers, 12 miles from its destination in fog and burned."
7/29/1948,,Qingdao,36.0667,120.3833,Civil Air Transport,,,Curtiss C-46D-20-CU,XT-822,22355,24,19,0,Crashed during a landing attempt.
8/1/1948,,Karachi,24.8502,67.0075,Onzeair,,,Avro 691 Lancastrian,AP-ACM,,4,4,0,"Cargo flight. An error in judgement on the part of the pilot in allowing the aircraft to stall while coming in to land. The contributory causes were probably overload, badly loaded with CofG too far aft, movement of load due to it not being secured."
8/20/1948,,La Guaira,10.6,-66.9331,Avensa,,La Guaira - Las Piedras,Douglas C-47A,YV-C-AVN,19985,3,3,0,The cargo plane disappeared en route.
11/8/1948,7:40,Mount Macedon,-37.4023,144.5871,Australian National Airways,,Melbourne - Denilquin,Douglas DC-3,VH-UZK,2003,23,3,0,Crashed into Mt. Macedon hidden in fog. The pilot deviated off course from his flight plan and failed to follow VFR flight rules.
11/11/1948,,Liverpool,53.4,-3,Mannin Airways,,,de Havilland DH-89A Dragon Rapide,G-AKOF,6538,9,8,0,Crashed after running out of fuel.
11/26/1948,,Vehari,30.0419,72.3528,Pakistan Airways,,Karachi - Lohore,Douglas DC-3,AP-ACE,12775,21,21,0,"The plane crashed shortly after taking off and climbing to 7,000 feet. The aircraft was seen trailing smoke before crashing in flames. The omission of a sealing washer on the carburetor fuel filter of the port engine resulting in fuel leaking on to the ignition systems, culminating in a severe oil fire which finally involved the main port fuel tanks."
12/5/1948,,Kiangan,16.7833,121.0833,Central Air Transport,,,Curtiss C-46,XT-538,,40,9,0,"Overshot runway, crashed and burned."
12/6/1948,,Milan,45.4636,9.1881,,,Milan - Brussels,Douglas C-47,I-ETNA,4396,7,7,0,The aircraft crashed during takeoff in fog.
1/2/1949,22:05,Seattle,47.6032,-122.3303,Seattle Air Charter,,Seattle - New Haven,Douglas DC-3 (C-47A-DL),NC79025,10181,30,14,0,"The aircraft took off in fog with a group of Yale University students returning to school following their Christmas vacation.  About midway down the runway the plane swerved to the left and became airborne.  The left wing dropped the wing tip dragged on the runway.  After about 750 feet, the tail wheel made contact with the runway.  The engines were cut and the plane skidded for 700 feet until it hit a hanger and burst into flames.  The accident was caused by the crew's attempt to take off in an airplane which had formations of ice and frost on the surfaces of the wings.  In addition, the plane was overloaded by 1,500 lbs."
1/6/1949,7:20,Brandywine,38.6996,-76.847,Coastal Cargo,,"Raleigh, NC - Boston, MA",Douglas C-47A,NC53210,13777,2,2,0,"Cargo plane. The loss of control of the aircraft which resulted from an icing condition, turbulence, and lack of alertness on the part of the crew. As a result, the aircraft spun, and during the spins, or attempted recovery from the spins, severe airloads were encountered which failed the left horizontal stabilizer and the elevators."
1/20/1949,20:05,Homer,59.6418,-151.5514,Alaska Airlines,8,Homer - Anchorage,Douglas DC-3C,N91006,20208,6,5,0,"The aircraft departed Homer at night under VFR conditions contrary to company and federal regulations, strayed off course and struck a 3,000 ft. mountain, 27 miles northeast of Homer. The action of the pilot in proceeding off the designated airway at an altitude insufficient to clear the terrain."
1/30/1949,16:22,Port Washington,40.8309,-73.6842,Pan American World Airways,100,,Lockheed L-749 / Cessna 140,NC86530/NC76981,2528 /,35,2,0,"Midair collision. Two killed on the Cessna, none on the Lockheed which laned safely. The joint failure of the Constellation pilots to observe and avoid the Cessna aircraft in flight and of the Cessna pilot, while on an airway and in an area where a heavy concentration of trafficould be expected, to remain alert and avoid the Constellation.The aircraft was named Clipper Monarch of the Skies."
2/4/1949,,Qasr bin Ghashir,32.6859,13.1743,Skyways of London,,Khartoum - Castel Benito,Douglas C-54A-1-DO Skymaster,G-AJPL,7464,53,1,0,"The No. 4, followed by the No. 3 engines failed on initial approach. The plane lost altitude and crashed into trees.  Failure of the captain to maintain a safe height, by utilizing the available power of the starboard engines after power failure in the port engine. The reason for this failure by the captain cannot be determined. The power failure in the port engines was caused by fuel starvation brought about by an insuffuciency of fuel in the port tanks. This fuel shortage was the result of the wing tanks being allowed to become progressively unbalanced during the last stage of the flight."
3/10/1949,9:50,Coolangatta,-28.1667,153.5333,Queensland Airlines,,Coolangatta - Brisbane,Lockheed 18 Lodestar,VH-BAG,2194,16,16,0,"Crashed on takeoff from Coolangatta.  After becoming airborne, the aircraft was seen to climb very steeply and stall when at a height of 300 ft., roll to the left and crash."
6/6/1949,,Malakasa,38.2333,23.8,Tech - Aeronautical Explotiation,,Kavallo - Athens,Douglas DC-3,SX-BAI,12162,22,22,0,Crashed into a mountainside 30 miles northeast of Athens.
6/7/1949,0:25,San Juan,18.4515,-66.0695,Strato Freight,,San Juan - Miami,Curtiss C-46D-5-CU,N92857,30506,81,53,0,"The aircraft crashed into the AtlantiOcean during takeoff after a loss of the No. 2 engine. The loss of power in the right engine before the aircraft could attain the optimum single engine climb speed, which together with being overloaded resulted in the aircraft losing altitude and ditching into the ocean. Incorrect spark plugs installed on the No. 2 engine."
